ETC_20150317_000001	Kepa
ETC_20180629_034673	Light Aquamarine	연한 아쿠아마린				
ETC_20180629_034674	Mint Pink Highlight	민트 핑크 브릿지				
ETC_20180629_034675	Black White Highlight	블랙 화이트 브릿지				
ETC_20180629_034676	Dark Blue	다크 블루				
ETC_20180629_034677	Gray	그레이				
ETC_20180629_034678	White Blue Highlight	화이트 블루 브릿지				
ETC_20180629_034679	Red White Highlight	레드 화이트 브릿지				
ETC_20180629_034680	Purple White Highlight	퍼플 화이트 브릿지				
ETC_20180629_034681	Lamb Towel Hat (Male)	수건 양머리(남)				
ETC_20180629_034682	Black	블랙				
ETC_20180629_034683	Blond	블론드				
ETC_20180629_034684	Pale Blue	페일 블루				
ETC_20180629_034685	Dark	다크				
ETC_20180629_034686	Ash Blue	애쉬 블루				
ETC_20180629_034687	Ash Brown	애쉬 브라운				
ETC_20180629_034688	Blue Ombre	블루 그라데이션				
ETC_20180629_034689	Pink Ombre	핑크 그라데이션				
ETC_20180629_034690	Pink Blue Highlight	핑크 블루 그라데이션				
ETC_20180629_034691	Snowy White	스노우 화이트				
ETC_20180629_034692	Pink	핑크				
ETC_20180629_034693	Black Violet	블랙 바이올렛				
ETC_20180629_034694	Purple Violet	퍼플 바이올렛				
ETC_20180629_034695	Purple	퍼플				
ETC_20180629_034696	Black Red Highlight	블랙 레드 브릿지				
ETC_20180629_034697	Midnight Blue Ombre	미드나이트 블루 그라데이션				
ETC_20180629_034698	Lamb Towel Hat (Female)	수건 양머리(여)				
ETC_20180629_034699	Sky Mint	스카이 민트				
ETC_20180629_034700	Apple Mint	애플 민트				
ETC_20180629_034701	Light Brown	라이트 브라운				
ETC_20180629_034702	Barber Shop	바버샵				
ETC_20180629_034703	Boutique	부티크				
ETC_20180629_034704	[Hair Stylist]{nl}    Anabell Swyn	[헤어 디자이너]{nl}    애너벨 스윈				
ETC_20180629_034705	[Hair Stylist]{nl}      Henry Swyn	[헤어 디자이너]{nl}      헨리 스윈				
ETC_20180629_034706	[Fashion Designer]{nl}       Kastytis	[패션 디자이너]{nl}       카스티스				
ETC_20180629_034707	[Exorcist Master]{nl}     Sydow Merrinblock	[엑소시스트 마스터]{nl}     시도우 메린블록				
ETC_20180629_034708	[Pied Piper Master]{nl}            Jogaila	[파이드 파이퍼 마스터]{nl}            요가일라				
ETC_20180629_034709	Exorcism Site	구마 의식 장소				
ETC_20180629_034710	Starting in 60 seconds!	60초 뒤 시작됩니다!				
ETC_20180629_034711	Protect the shelter and destroy the monsters' portals.	피난지를 지키고 몬스터들의 출현지를 파괴하세요				
ETC_20180629_034712	Starting in 10 seconds!	10초 뒤 시작됩니다!				
ETC_20180629_034713	Go to Curtis.	커티스에게로 이동하세요				
ETC_20180629_034714	Pile of Boxes	상자더미				
ETC_20180629_034715	All the equipment has been destroyed.	모든 시설이 파괴되었습니다.				
ETC_20180629_034716	All the obelisks have been destroyed.	모든 오벨리스크를 파괴했습니다				
ETC_20180629_034717	The obelisk in Atstumas Pond has regenerated.	앳스튜마스 연못에 있는 오벨리스크가 재생성됐습니다				
ETC_20180629_034718	The obelisk in the Preivhengikas Felled Area has regenerated.	프레이뱅기스카스 벌목지에 있는 오벨리스크가 재생성됐습니다				
ETC_20180629_034719	The obelisk in the Phavegheliai Farmland has regenerated.	파베겔리아이 농경지에 있는 오벨리스크가 재생성됐습니다				
ETC_20180629_034720	The obelisk in Atstumas Pond has been destroyed.	앳스튜마스 연못에 있는 오벨리스크가 파괴됐습니다				
ETC_20180629_034721	The obelisk in the Preivhengikas Felled Area has been destroyed.	프레이뱅기스카스 벌목지에 있는 오벨리스크가 파괴됐습니다				
ETC_20180629_034722	The obelisk in the Phavegheliai Farmland has been destroyed.	파베겔리아이 농경지에 있는 오벨리스크가 파괴됐습니다				
ETC_20180629_034723	Destroy the portal in the Agresyvus Empty Lot	어그레시뷰스 공터에 있는 포탈을 파괴하기				
ETC_20180629_034724	A powerful monster appears.	강력한 몬스터가 등장합니다				
ETC_20180629_034725	Destroy the portal in the Pavojinkas Empty Lot	파보진카스 공터에 있는 포탈을 파괴하기				
ETC_20180629_034726	Destroy the portal in the Saughus Lot	사우구스 공터에 있는 포탈을 파괴하기				
ETC_20180629_034727	Protect the Base's Equipment and Destroy All the Portals	피난지 시설을 모두 파괴되지 않도록 방어하고 포탈을 모두 파괴하기				
ETC_20180629_034728	Guild quest ending in 10 minutes.	10분 뒤 길드 퀘스트가 종료됩니다				
ETC_20180629_034729	Guild quest ending in 5 minutes.	5분 뒤 길드 퀘스트가 종료됩니다				
ETC_20180629_034730	Time exceeded.	제한 시간을 초과하였습니다.				
ETC_20180629_034731	Mission cleared!{nl}Returning in 10 seconds.	미션 성공!{nl}10초 후에 돌아갑니다				
ETC_20180629_034732	Protect the Bouquet for 3 Minutes	3분간 부케 보호				
ETC_20180629_034733	Protect the bouquet for 3 minutes!	3분간 부케를 보호하세요!				
ETC_20180629_034734	The number of monsters is increasing.	더 많은 몬스터가 몰려듭니다				
ETC_20180629_034735	Match starting in 10 seconds!	10초 뒤 경기가 시작됩니다!				
ETC_20180629_034736	3 Minute Match	3분간 경기				
ETC_20180629_034737	All monsters defeated. The remaining time will be converted to ranking points.{nl}Stage 2 starts now!{nl}Protect the Divine Torch for 40 seconds.	몬스터가 없어 남은 시간을 랭킹 포인트로 환산하고 다음 단계로 넘어갑니다!{nl}2단계가 시작됩니다!{nl}40초간 신성의 횃불을 지켜내세요.				
ETC_20180629_034738	All monsters defeated. The remaining time will be converted to ranking points.{nl}Stage 3 starts now!{nl}Protect the Divine Torch for 40 seconds.	몬스터가 없어 남은 시간을 랭킹 포인트로 환산하고 다음 단계로 넘어갑니다!{nl}3단계가 시작됩니다!{nl}40초간 신성의 횃불을 지켜내세요.				
ETC_20180629_034739	All monsters defeated. The remaining time will be converted to ranking points.{nl}Stage 4 starts now!{nl}Protect the Divine Torch for 40 seconds.	몬스터가 없어 남은 시간을 랭킹 포인트로 환산하고 다음 단계로 넘어갑니다!{nl}4단계가 시작됩니다!{nl}40초간 신성의 횃불을 지켜내세요.				
ETC_20180629_034740	All monsters defeated. The remaining time will be converted to ranking points.{nl}Stage 5 starts now!{nl}Protect the Divine Torch for 40 seconds.	몬스터가 없어 남은 시간을 랭킹 포인트로 환산하고 다음 단계로 넘어갑니다!{nl}5단계가 시작됩니다!{nl}40초간 신성의 횃불을 지켜내세요.				
ETC_20180629_034741	All monsters defeated. The remaining time will be converted to ranking points.{nl}Stage 6 starts now!{nl}Protect the Divine Torch for 40 seconds.	몬스터가 없어 남은 시간을 랭킹 포인트로 환산하고 다음 단계로 넘어갑니다!{nl}6단계가 시작됩니다!{nl}40초간 신성의 횃불을 지켜내세요.				
ETC_20180629_034742	You need to defeat all the monsters to advance to the next stage!{nl}Defeat all monsters nearby.	남은 몬스터를 모두 처치해야 다음 단계로 진입합니다!{nl}주변의 몬스터들을 처치하세요				
ETC_20180629_034743	All monsters defeated. The remaining time will be converted to ranking points.{nl}Stage 7 starts now!{nl}Protect the Divine Torch for 40 seconds.	몬스터가 없어 남은 시간을 랭킹 포인트로 환산하고 다음 단계로 넘어갑니다!{nl}7단계가 시작됩니다!{nl}40초간 신성의 횃불을 지켜내세요.				
ETC_20180629_034744	All monsters defeated. The remaining time will be converted to ranking points.{nl}Stage 8 starts now!{nl}Protect the Divine Torch for 40 seconds.	몬스터가 없어 남은 시간을 랭킹 포인트로 환산하고 다음 단계로 넘어갑니다!{nl}8단계가 시작됩니다!{nl}40초간 신성의 횃불을 지켜내세요.				
ETC_20180629_034745	All monsters defeated. The remaining time will be converted to ranking points.{nl}Stage 9 starts now!{nl}Protect the Divine Torch for 40 seconds.	몬스터가 없어 남은 시간을 랭킹 포인트로 환산하고 다음 단계로 넘어갑니다!{nl}9단계가 시작됩니다!{nl}40초간 신성의 횃불을 지켜내세요.				
ETC_20180629_034746	All monsters defeated. The remaining time will be converted to ranking points.{nl}Stage 10 starts now!{nl}Protect the Divine Torch for 60 seconds.	몬스터가 없어 남은 시간을 랭킹 포인트로 환산하고 다음 단계로 넘어갑니다!{nl}10단계가 시작됩니다!{nl}60초간 신성의 횃불을 지켜내세요.				
ETC_20180629_034747	All monsters defeated. The remaining time will be converted to ranking points.{nl}Stage 11 starts now!{nl}Protect the Divine Torch for 40 seconds.	몬스터가 없어 남은 시간을 랭킹 포인트로 환산하고 다음 단계로 넘어갑니다!{nl}11단계가 시작됩니다!{nl}40초간 신성의 횃불을 지켜내세요.				
ETC_20180629_034748	All monsters defeated. The remaining time will be converted to ranking points.{nl}Stage 12 starts now!{nl}Protect the Divine Torch for 40 seconds.	몬스터가 없어 남은 시간을 랭킹 포인트로 환산하고 다음 단계로 넘어갑니다!{nl}12단계가 시작됩니다!{nl}40초간 신성의 횃불을 지켜내세요.				
ETC_20180629_034749	All monsters defeated. The remaining time will be converted to ranking points.{nl}Stage 13 starts now!{nl}Protect the Divine Torch for 40 seconds.	몬스터가 없어 남은 시간을 랭킹 포인트로 환산하고 다음 단계로 넘어갑니다!{nl}13단계가 시작됩니다!{nl}40초간 신성의 횃불을 지켜내세요.				
ETC_20180629_034750	All monsters defeated. The remaining time will be converted to ranking points.{nl}Stage 14 starts now!{nl}Protect the Divine Torch for 40 seconds.	몬스터가 없어 남은 시간을 랭킹 포인트로 환산하고 다음 단계로 넘어갑니다!{nl}14단계가 시작됩니다!{nl}40초간 신성의 횃불을 지켜내세요.				
ETC_20180629_034751	All monsters defeated. The remaining time will be converted to ranking points.{nl}Stage 15 starts now!{nl}Protect the Divine Torch for 40 seconds.	몬스터가 없어 남은 시간을 랭킹 포인트로 환산하고 다음 단계로 넘어갑니다!{nl}15단계가 시작됩니다!{nl}40초간 신성의 횃불을 지켜내세요.				
ETC_20180629_034752	All monsters defeated. The remaining time will be converted to ranking points.{nl}Stage 16 starts now!{nl}Protect the Divine Torch for 40 seconds.	몬스터가 없어 남은 시간을 랭킹 포인트로 환산하고 다음 단계로 넘어갑니다!{nl}16단계가 시작됩니다!{nl}40초간 신성의 횃불을 지켜내세요.				
ETC_20180629_034753	All monsters defeated. The remaining time will be converted to ranking points.{nl}Stage 17 starts now!{nl}Protect the Divine Torch for 40 seconds.	몬스터가 없어 남은 시간을 랭킹 포인트로 환산하고 다음 단계로 넘어갑니다!{nl}17단계가 시작됩니다!{nl}40초간 신성의 횃불을 지켜내세요.				
ETC_20180629_034754	All monsters defeated. The remaining time will be converted to ranking points.{nl}Stage 18 starts now!{nl}Protect the Divine Torch for 40 seconds.	몬스터가 없어 남은 시간을 랭킹 포인트로 환산하고 다음 단계로 넘어갑니다!{nl}18단계가 시작됩니다!{nl}40초간 신성의 횃불을 지켜내세요.				
ETC_20180629_034755	All monsters defeated. The remaining time will be converted to ranking points.{nl}Stage 19 starts now!{nl}Protect the Divine Torch for 40 seconds.	몬스터가 없어 남은 시간을 랭킹 포인트로 환산하고 다음 단계로 넘어갑니다!{nl}19단계가 시작됩니다!{nl}40초간 신성의 횃불을 지켜내세요.				
ETC_20180629_034756	All monsters defeated. The remaining time will be converted to ranking points.{nl}Stage 20 starts now!{nl}Protect the Divine Torch for 60 seconds.	몬스터가 없어 남은 시간을 랭킹 포인트로 환산하고 다음 단계로 넘어갑니다!{nl}20단계가 시작됩니다!{nl}60초간 신성의 횃불을 지켜내세요.				
ETC_20180629_034757	All monsters defeated. The remaining time will be converted to ranking points.{nl}Stage 21 starts now!{nl}Protect the Divine Torch for 40 seconds.	몬스터가 없어 남은 시간을 랭킹 포인트로 환산하고 다음 단계로 넘어갑니다!{nl}21단계가 시작됩니다!{nl}40초간 신성의 횃불을 지켜내세요.				
ETC_20180629_034758	All monsters defeated. The remaining time will be converted to ranking points.{nl}Stage 22 starts now!{nl}Protect the Divine Torch for 40 seconds.	몬스터가 없어 남은 시간을 랭킹 포인트로 환산하고 다음 단계로 넘어갑니다!{nl}22단계가 시작됩니다!{nl}40초간 신성의 횃불을 지켜내세요.				
ETC_20180629_034759	All monsters defeated. The remaining time will be converted to ranking points.{nl}Stage 23 starts now!{nl}Protect the Divine Torch for 40 seconds.	몬스터가 없어 남은 시간을 랭킹 포인트로 환산하고 다음 단계로 넘어갑니다!{nl}23단계가 시작됩니다!{nl}40초간 신성의 횃불을 지켜내세요.				
