QUEST_20150317_000001	Bitte wähle den Benutzer, dies erfordert ein Quest-Update.
QUEST_20171128_006985	[Have you called?]{nl}Demon Lord Solcomm stood in front Gesti, the one who had summoned him. Waiting for her reply, he realized once again the complexity of his situation. Formally, he was a servant of Kartas. His work, however, was largely dedicated to Vaiga. And yet there he was, awaiting orders from Gesti. A devoted agent for all three of those high-rank demons.	소환을 받은 자가 앞에 섰다.[부르셨습니까?]{nl}마족의 군주인 솔콤은 마왕 제스티 앞에 섰다.그리고 제스티의 말을 기다리면서 지금 이 순간 자신의 신세가 무척 복잡하다고 생각했다.{nl}형식상으로는 그는 마왕 카르타스의 부하였다.그러나 실제로 그가 충성을 바치는 마왕은 바이가였다.{nl}그런데 지금은 제스티의 명령을 받기 위해 그 앞에 섰으니 그는 이 순간 3대 마왕 모두의 지휘를 받는 셈이다.				솔콤 이야기
QUEST_20171128_006986	Solcomm's ordeal began with Vaiga designating him to work for Kartas in order to spy on the rival demon lord. Giltine, their master, had promptly agreed to Vaiga's proposal, thinking a reasonable demon such as Solcomm would do well to prevent Kartas' incontrollable nature from getting out of hand.	그의 신세가 이렇게 된 것은 마왕 바이가가 카르타스를 견제하고 감시하기 위해 솔콤을 파견 근무의 형식으로 카르타스에게 보냈기 때문이다.{nl}이들 마왕의 상급자인 길티네도 카르타스의 광기와 미친 성격을 알고 있기에 그 밑에 합리적이고 지성적인 마군주 솔콤을 넣으면 카르타스가 사고를 덜 치는데 도움이 된다는 바이가의 의견을 받아들였다.				솔콤 이야기
QUEST_20171128_006987	Some centuries later, Gesti was tasked with chasing Laima, and Giltine allowed her to request the help of other demon lord subordinates, Solcomm included.{nl}The decision did nothing to improve Solcomm's situation. His master used the constant "support missions" and "dispatched operations" as an excuse to achieve what was essentially discarding his least favorite henchmen. Not only that, as the most normal and rational of the lower-ranked demon lords, Solcomm was the obvious choice for Gesti.	그렇게 몇 세기가 지난 어느 날 마왕 제스티에게 라이마를 추적하는 임무가 맡겨졌고,그 임무를 지원하기 위해 다른 마왕이나 마신의 부하 가운데 유능한 자들을 데려다 써도 좋다는 길티네의 선언이 있었다.{nl}길티네의 이러한 지시는 솔콤에게는 뜻밖의 부작용을 불러왔다.마왕 카르타스가 냉큼 솔콤을 제스티를 지원한다는 명목으로 붙여주었기 때문이다.{nl}말이 좋아 출장이고 지원 파견이지 실제로는 가장 싫어하는 부하를 떠넘긴 셈이다.{nl}그런데 카르타스의 부하 중 솔콤이 가장 정상적인 마군주고 똑똑한 편이기 때문에 제스티 처지에서도 솔콤 말고 다른 마군주를 파견하라고 할 수가 없었다.				솔콤 이야기
QUEST_20171128_006988	A stubborn, deranged character like Warpulis would be of no help to the task at hand.	워퓰리스 같은 막무가내의 미친 녀석이 오는 것은 아무런 도움이 되지 않기 때문이다.				솔콤 이야기
QUEST_20171128_006989	Having Nebulas around was more than enough. In the end, it was up to Solcomm to accept the new role under Gesti, now his third master.{nl}In the centuries to come, answering to three masters was bound to do more harm than good, he thought. It lowered the chances of any of them truly supporting him.	그런 녀석은 네뷸라스 만으로도 이미 충분했다.이런 사유로 현재 솔콤은 소속을 두 번이나 바꿔서 제스티 밑으로 와있었다.{nl}이렇게 수 세기 단위로 소속과 주인을 바꾼 일은 솔콤 개인에게도 훗날 크게 불리하게 작용할 가능성이 높았다.{nl}어떤 마왕이나 마신도 그의 편에 서서 그를 지원하지 않을 우려가 있기 때문이다.				솔콤 이야기
QUEST_20171128_006990	 His current master Gesti was, unsurprisingly, beginning to show signs of just that. She addressed him.{nl}[Do you know how long we've been looking for Laima's Revelation? It's bad enough that we haven't made any progress, and it's only going to get worse.]{nl}[Why is that?]{nl}[Ever heard of Lydia Schaffen?]	 현재 상관인 제스티도 솔콤을 개인적으로 살펴줄 까닭이 없었다.그 제스티가 솔콤에게 말했다.[라이마의 계시를 추적한지 그간 세월이 얼마나 흘렀는지 아는가? 그간 성과가 없었다는 점도 과히 기분이 좋지 않은데 최근에는 더 나쁜 일이 생기고 있다.]{nl}[무엇입니까?]{nl}[리디아 샤펜이라고 들어보았나?]				솔콤 이야기
QUEST_20171128_006991	[Yes, I've heard of her. She is exceptionally well-known in the human realm. I don't believe any human in history, not even her mentor Maven, has ever become quite as influential as she.]{nl}[I didn't know you were so keen on human gossip. But alright. What's important is that this woman is guarding Laima's Revelation. And you know what's funny? We know she has it, but we can't even touch her. Every other keeper of a Revelation was either hiding it or protecting it, or at least doing something to keep it off our hands. Maven, the one they call her mentor, is locked inside the Great Cathedral with a Revelation. Tesla, well, he lived for way too long not to be hiding his own Revelation somewhere. His statues are almost as powerful as the goddesses themselves. Even if I catch him, how am I going to interrogate him?	[네 알고 있습니다.아마 인간 왕국의 역사상 그 어느 누구보다도 심지어 최근에는 역대의 어떤 훌륭한 국왕이나 심지어 스승인 메이번 보다 더 높은 명성과 인기를 누리고 있는 인물이라고 알고 있습니다.]{nl}[너도 인간에게 쓸데 없는 관심을 많이 지니고 있었군. 그래 그건 아무래도 좋다. 중요한 것은 그 인간 여자가 라이마의 계시를 맡아 가지고 있다는 사실이지.{nl}그런데 웃기는 일이 무엇인지 아는가?그녀가 지니고 있는 것을 뻔히 아는데 우리가 얻을 수 없다는 점이야.아니 그것이 아니지.이제까지는 계시를 지닌 자들은 숨기를 잘 하거나 방어를 잘 했거나 우리가 미처 그들이 지녔다는 사실을 몰랐거나 하여간 그런 이유들로 계시를 간직할 수 있었다.{nl}대성당에 쳐 박혀 있는 리디아의 스승이라는 메이번도 그러고 있으니 계시를 지키고 있는 것이고,테슬라가 인간의 수명을 넘어서 저렇게 오래 사는 것은 아무리 봐도 수상해서 그가 계시를 지녔을 것 같기도 한데 과연 그런지 알 수가 없는 경우도 있었지.{nl}그 자가 조각하는 여신상들은 거의 여신이 강림한 힘을 발휘해.내 능력으로는 그 놈을 잡아도 문초할 수가 없으니까 답답하지.				솔콤 이야기
QUEST_20171128_006992	The Beholder thinks Tesla has no Revelation. But Lydia Schaffen is different. This woman is different, I'm telling you.]{nl}Solcomm interceded before Gesti's explanation could get any longer.{nl}[She is different, indeed. She defeated six demon lords in the past 27 years. Completely unheard of for a human. And her arrows! There's not a demon's heart that- ahem, I apologize.]	주시자님의 예상과 분석으로는 테슬라에겐 계시가 없다는 거야.하여간 리디아 샤펜은 그 어느 경우와도 달라.이 여자는 정말 다르다고.]{nl}솔콤은 제스티의 설명이 더 길어지기 전에 먼저 상대가 할 말을 꺼냈다.[네 다릅니다. 리디아 샤펜은 지난 27년간 무려 여섯 명의 군주급 마족을 죽이거나 퇴치했습니다.지금까지 역사에 기록된 어떤 인간도 아직 못해낸 일입니다.그녀의 화살은 마왕의 심장도, 크흠 죄송합니다.]				솔콤 이야기
QUEST_20171128_006993	His words were momentarily cut off by Gesti's piercing look, but soon he continued.{nl}[What I mean is that other humans have absolute faith in her arrows.]{nl}[Yes, they have every reason to. That's the problem.]	솔콤은 눈앞의 제스티를 의식해 나오던 말을 잠시 끊었지만 결국 말을 맺었다. [여하간 꿰뚫는다고 인간들은 믿고 있다고 합니다.]{nl}[그래 그리고 더 큰 문제는 그것이 사실이란 점이지.]				솔콤 이야기
QUEST_20171128_006994	Gesti's incredibly rare compliment to a human's power astonished Solcomm. He took the chance to add, [I'm not sure if you're aware, but there is an even greater problem. All the demons she is known for defeating were victims of ingenious tricks. Schaffen is as intelligent as she is talented, and she is extremely resourceful.]{nl}[That's why I called you here. Giltine thinks you're clever enough not to fall for a trap.]	제스티가 인간의 힘에 대해 이렇게 쉽게 긍정하는 것은 솔콤에게도 당혹스러운 일이었다.{nl}그래서 솔콤은 한 걸음 더 나가보기로 했다.[아실지 모르지만,그 보다 큰 문제도 있습니다.리디아 샤펜을 맡았던 마군주들이 그녀의 교묘한 책략에 말려 모습을 나타내고 당하거나 함정에 걸려 당하거나 했다는 점입니다. 궁술실력 못지 않게 무서운 점은 바로 그녀의 지능적인 계략과 준비성 등등 그런 점입니다.]{nl}[그래 그래서 너를 불렀다. 길티네님이 말씀하시기를 너라면 최소한 그렇게 멍청하게 상대에게 이끌려나가 죽지는 않을 것이라고 하셨다.]				솔콤 이야기
QUEST_20171128_006995	[What do you mean?]{nl}[Lately that idiot Ghibulinas thought he could beat brain with brawn and went after Lydia. Ended up crossed by an arrow. Apparently she even got hold of an essence with his magic in it. That's the rumor we heard from his Pawndel minions; the other lords don't know about it yet. He wasn't even assigned to her, who knows why he went and got himself killed for nothing.]	[그 말씀은?]{nl}[최근에 지부리나스 그 멍청한 자식이 힘만 믿고 나섰다가 리디아 샤펜의 화살에 죽었다.리디아는 지부리니스의 마력이 담긴 정수까지 탈탈 털어서 가지고 갔다고 하더군.{nl}어차피 폰델 같은 하급자까지 좍 소문이 퍼지겠지만, 아직은 마군주들도 모르는 일이다.아니 도대체 받은 임무도 없는데 왜 나서서 설치다가 죽었는지 모를 일이다.]				솔콤 이야기
