SKILL_20150317_000001	Angriff
SKILL_20151102_005549	Headshot
SKILL_20151102_005550	Snipe
SKILL_20151102_005551	Penetration Shot
SKILL_20151102_005552	Butt Stroke
SKILL_20151102_005553	Bayonet Thrust
SKILL_20151102_005554	Gender Switch
SKILL_20151102_005555	Pandemic
SKILL_20151102_005556	Revenged Sevenfold
SKILL_20151102_005557	Nachash
SKILL_20151102_005558	Ein Sof
SKILL_20151102_005559	Merkabah
SKILL_20151102_005560	Gematria
SKILL_20151102_005561	Notarikon
SKILL_20151102_005562	Double Chance
SKILL_20151102_005563	Reduce Level
SKILL_20151102_005564	Stealth
SKILL_20151102_005565	Decreased movement speed
SKILL_20151102_005566	Stigma.
SKILL_20151102_005567	Invocation.
SKILL_20151102_005568	Invocation: Deliver
SKILL_20151102_005569	Erhöht owner's Dark property attack
SKILL_20151102_005570	Erhöht maximum HP.
SKILL_20151102_005571	Reflects an enemy's attack.
SKILL_20151102_005572	Fumigate: Purification
SKILL_20151102_005573	Erhöht Poison property resistance.
SKILL_20151102_005574	Fumigate: Prevention
SKILL_20151102_005575	Erhöht chance of resisting Lv3 status ailments
SKILL_20151102_005576	Decreased Physische Verteidigung
SKILL_20151102_005577	Decreased physical defense.
SKILL_20151102_005578	Decreased Magic Defense
SKILL_20151102_005579	Decreased magic defense.
SKILL_20151102_005580	Decreased Physical Attack
SKILL_20151102_005581	Decreased physical attack.
SKILL_20151102_005582	Decreased Magic Attack
SKILL_20151102_005583	Decreased magic attack.
SKILL_20151102_005584	Decreased movement speed.
SKILL_20151102_005585	Gae Bulg: Attack Zone
SKILL_20151102_005586	Erhöht physical attack and magic attack
SKILL_20151102_005587	Gae Bulg: Defense Zone
SKILL_20151102_005588	Erhöht physical defense and magic defense
SKILL_20151102_005589	Increases block penetration nach 10% pro Fähigkeits-Level, wenn attacking an enemy with a [Zweihand-Speer].
SKILL_20151102_005590	Inflicts [Bleeding] on an enemy attacked with [Keel Hauling] for 5 Sekunden. Increases the duration of [Bleeding] nach 1 Sekunde pro{nl}Fähigkeits-Level. Bleeding damage is proportional to the character's STR.
SKILL_20151102_005591	Kunai: Verbessern
SKILL_20151102_005592	Erhöht die Schadensausteilung an einem{nl}Feind mit [Kunai] um 1% pro{nl}Fähigkeits-Level.
SKILL_20151102_005593	Katon no Jutsu: Verbessern
SKILL_20151102_005594	Erhöht die Schadensausteilung an einem{nl}Feind mit [Katon no Jutsu] um 1% pro{nl}Fähigkeits-Level.
SKILL_20151102_005595	Mijin no Jutsu: Verbessern
SKILL_20151102_005596	Erhöht die Schadensausteilung an einem{nl}Feind mit [Mijin no Jutsu] um 1% pro{nl}Fähigkeits-Level.
SKILL_20151102_005597	Mijin no Jutsu: Stealth
SKILL_20151102_005598	Your character will hide for 5 Sekunden after using [Mijin no Jutsu]. Increases the duration from Lv2 nach 1.5 Sekunden pro{nl}Fähigkeits-Level.
SKILL_20151102_005599	Katon no Jutsu: Stealth
SKILL_20151102_005600	Your character will hide for 2 Sekunden per attribute level after using [Katon no Jutsu].
SKILL_20151102_005601	Bunshin no Jutsu: Endurance
SKILL_20151102_005602	Increases the cycle time for the STA cost nach 0.5 Sekunden pro{nl}Fähigkeits-Level.
SKILL_20151102_005603	Mokuton no Jutsu: Bind
SKILL_20151102_005604	Restricts movement of an enemy for 4 Sekunden when dealing damage with [Mokuton no Jutsu]. Increases the duration from Lv2 nach 1 Sekunde pro{nl}Fähigkeits-Level.
SKILL_20151102_005605	Bunshin no Jutsu: Decreased Schaden
SKILL_20151102_005606	Decreases the damage of the shadow clones of [Bunshin no Jutsu].
SKILL_20151102_005607	Dragontooth: Verbessern
SKILL_20151102_005608	Erhöht die Schadensausteilung an einem{nl}Feind mit [Dragontooth] um 1% pro{nl}Fähigkeits-Level.
SKILL_20151102_005609	Dragontooth: Evasion
SKILL_20151102_005610	Increases the character's evasion nach 10% per attribute level for 7 Sekunden after using [Dragontooth].
SKILL_20151102_005611	Serpentine: Verbessern
SKILL_20151102_005612	Erhöht die Schadensausteilung an einem{nl}Feind mit [Serpentine] um 1% pro{nl}Fähigkeits-Level.
SKILL_20151102_005613	Serpentine: Bleeding
SKILL_20151102_005614	Enemies hit nach [Serpentine] have a 2% chance per attribute level to be afflicted with [Bleeding] for 8 Sekunden. Bleeding damage is proportional to the character's physical attack.
SKILL_20151102_005615	Gae Bulg: Verbessern
SKILL_20151102_005616	Erhöht die Schadensausteilung an einem{nl}Feind mit [Gae Bulg] um 1% pro{nl}Fähigkeits-Level.
SKILL_20151102_005617	Creates a defense zone for 15 Sekunden where the spear is thrown. Increases physical defense and magic defense nach 2% for party members within the zone.
SKILL_20151102_005618	Creates an attack zone for 15 Sekunden where the spear is thrown. Increases physical attack and magic attack nach 2% for party members within the zone.
SKILL_20151102_005619	Dragon Soar: Verbessern
SKILL_20151102_005620	Erhöht die Schadensausteilung an einem{nl}Feind mit [Dragon Soar] um 1% pro{nl}Fähigkeits-Level.
SKILL_20151102_005621	Dragon Soar: Shock
SKILL_20151102_005622	Enemies hit nach [Dragon Soar] have a 5% chance per attribute level to be afflicted with [Shock] for 10 Sekunden.
SKILL_20151102_005623	Umbilical Cord: Increased Nullification
SKILL_20151102_005624	Increases the chance to nullify an enemy's attack while using [Umbilical Cord] um 2% pro{nl}Fähigkeits-Level.
SKILL_20151102_005625	Joint Penalty: Lightning
SKILL_20151102_005626	Deals 10% additional damage per attribute level of the Lightning property attack to enemies affected nach [Joint Penalty].
SKILL_20151102_005627	Joint Penalty: Poison
SKILL_20151102_005628	Deals 10% additional damage per attribute level of the Poison property attack to enemies affected nach [Joint Penalty].
SKILL_20151102_005629	Joint Penalty: Earth
SKILL_20151102_005630	Deals 10% additional damage per attribute level of the Earth property attack to enemies affected nach [Joint Penalty].
SKILL_20151102_005631	Joint Penalty: Increased Nullification
SKILL_20151102_005632	Decreases the chance to nullify attacks from enemies affected nach [Joint Penalty] um 5% pro{nl}Fähigkeits-Level.
SKILL_20151102_005633	Warlock: Dark Attack
SKILL_20151102_005634	Erhöht den Schaden von  a Dark property attack dealt on an enemy um 1% pro{nl}Fähigkeits-Level.
SKILL_20151102_005635	Pole of Agony: Verbessern
SKILL_20151102_005636	Erhöht die Schadensausteilung an einem{nl}Feind mit [Pole of Agony] um 1% pro{nl}Fähigkeits-Level.
SKILL_20151102_005637	Pole of Agony: Duration
SKILL_20151102_005638	Increases the remaining effect time of [Pole of Agony] on an enemy nach 0.8 Sekunden pro{nl}Fähigkeits-Level.
SKILL_20151102_005639	Invocation: Verbessern
SKILL_20151102_005640	Erhöht die Schadensausteilung an einem{nl}Feind mit [Invocation] um 1% pro{nl}Fähigkeits-Level.
SKILL_20151102_005641	Increases the Dark property attack nach 5% per attribute level of allies who are nearnach the created evil spirit of [Invocation]. The owner of who casted the evil spirit receives double the effect.
SKILL_20151102_005642	Dark Theurge: Create Evil Spirit
SKILL_20151102_005643	Creates an evil spirit with [Dark Theurge] at a 0.4% chance per attribute level to the enemy's position.
SKILL_20151102_005644	Dark Theurge: Verbessern
SKILL_20151102_005645	Erhöht die Schadensausteilung an einem{nl}Feind mit [Dark Theurge] um 1% pro{nl}Fähigkeits-Level.
SKILL_20151102_005646	Dark Theurge: Blind
SKILL_20151102_005647	Enemies hit nach [Dark Theurge] have a 1% chance per attribute level to be afflicted with [Blind] for 10 Sekunden.
SKILL_20151102_005648	Mastema: Verbessern
SKILL_20151102_005649	Erhöht die Schadensausteilung an einem{nl}Feind mit [Mastema] um 1% pro{nl}Fähigkeits-Level.
SKILL_20151102_005650	Mastema: Reduced Threat
SKILL_20151102_005651	Reduces the aggressiveness of enemies hit nach [Mastema] um 1% pro{nl}Fähigkeits-Level.
SKILL_20151102_005652	Pole of Agony: Maintain
SKILL_20151102_005653	[Pole of Agony] deals a minimum number of damage to enemies. The higher the attribute level, the higher the minimum number.
SKILL_20151102_005654	Blood Sucking: HP Supply Verbessern
SKILL_20151102_005655	Increases the amount to absorb HP nach 1 pro{nl}Fähigkeits-Level.
SKILL_20151102_005656	Blood Bath: SP Supply Verbessern
SKILL_20151102_005657	Increases the amount to absorb SP nach 1 pro{nl}Fähigkeits-Level.
SKILL_20151102_005658	Blood Bath: Verbessern
SKILL_20151102_005659	Erhöht die Schadensausteilung an einem{nl}Feind mit [Blood Bath] um 1% pro{nl}Fähigkeits-Level.
SKILL_20151102_005660	Blood Sucking: Verbessern
SKILL_20151102_005661	Erhöht die Schadensausteilung an einem{nl}Feind mit [Blood Sucking] um 1% pro{nl}Fähigkeits-Level.
SKILL_20151102_005662	Bone Pointing: Verbessern
SKILL_20151102_005663	Erhöht die Schadensausteilung an einem{nl}Feind mit [Bone Pointing] um 1% pro{nl}Fähigkeits-Level.
SKILL_20151102_005664	Bone Pointing: Summon Time
SKILL_20151102_005665	Increases the summon time of [Bone Pointing] nach 1 Sekunde pro{nl}Fähigkeits-Level.
SKILL_20151102_005666	Ngadhundi: Verbessern
SKILL_20151102_005667	Erhöht die Schadensausteilung an einem{nl}Feind mit [Ngadhundi] um 1% pro{nl}Fähigkeits-Level.
SKILL_20151102_005668	Kurdaitcha: Verbessern
SKILL_20151102_005669	Increases the chance to hit with twice the normal damage to enemies hexed nach [Kurdaitcha] (or any other methods) nach 1% chance pro{nl}Fähigkeits-Level. 
SKILL_20151102_005670	Levitation: Nullify Physischer Schaden
SKILL_20151102_005671	Increases the chance to nullify the enemy's physical attack while using [Levitation] um 1.5% pro{nl}Fähigkeits-Level.
SKILL_20151102_005672	Featherfoot: Erhöht Recovery
SKILL_20151102_005673	Increases the recovery of HP and SP from skills and potions nach 0.5% pro{nl}Fähigkeits-Level.
SKILL_20151102_005674	Deals 20% additional damage pro Fähigkeits-Level, wenn attacking Flying-type monsters with a [Zweihand-Bogen].
SKILL_20151102_005675	Ignoriert 5% der feindlichen Verteidigung{nl}pro Fähigkeits-Level, wenn du mit einem [Einhand-Bogen] angreiffst.
SKILL_20151102_005676	Shield Mastery: Geschoss-Verteidigung
SKILL_20151102_005677	Increases the chance of blocking an enemy's [Geschoss] attack when equipped with a [Shield], increases your physical attack proportional to your shield's defense for 10 Sekunden after a successful block. Applies the proportional value nach 50% pro{nl}Fähigkeits-Level. 
SKILL_20151102_005678	Increases your accuracy nach 5% when equipped with a Pistol-type equipment pro{nl}Fähigkeits-Level.
SKILL_20151102_005679	Shootdown: Falling
SKILL_20151102_005680	Flying-type monsters hit nach [Shootdown] will fall down on the ground for 3 Sekunden pro{nl}Fähigkeits-Level.
SKILL_20151102_005681	Siege Burst: Erhöht Range
SKILL_20151102_005682	Specifies a more distant location when using [Siege Burst]. Its range increases the higher your attribute level is.
SKILL_20151102_005683	Cannon Blast: Rüstung Break
SKILL_20151102_005684	Enemies hit nach [Cannon Blast] have a 7% chance per attribute level to be afflicted with [Rüstung Break] for 10 Sekunden.
SKILL_20151102_005685	Instantly kills a small-sized monster at a 0.5% chance pro Fähigkeits-Level, wenn attacking with a [Rifle].
SKILL_20151102_005686	Covering Fire: Verbessern
SKILL_20151102_005687	Erhöht die Schadensausteilung an einem{nl}Feind mit [Covering Fire] um 1% pro{nl}Fähigkeits-Level.
SKILL_20151102_005688	Headshot: Verbessern
SKILL_20151102_005689	Erhöht die Schadensausteilung an einem{nl}Feind mit [Headshot] um 1% pro{nl}Fähigkeits-Level.
SKILL_20151102_005690	Snipe: Verbessern
SKILL_20151102_005691	Erhöht die Schadensausteilung an einem{nl}Feind mit [Snipe] um 1% pro{nl}Fähigkeits-Level.
SKILL_20151102_005692	Penetration Shot: Verbessern
SKILL_20151102_005693	Erhöht die Schadensausteilung an einem{nl}Feind mit [Penetration Shot] um 1% pro{nl}Fähigkeits-Level.
SKILL_20151102_005694	Butt Stroke: Verbessern
SKILL_20151102_005695	Erhöht die Schadensausteilung an einem{nl}Feind mit [Butt Stroke] um 1% pro{nl}Fähigkeits-Level.
SKILL_20151102_005696	Bayonet Thrust: Verbessern
SKILL_20151102_005697	Erhöht die Schadensausteilung an einem{nl}Feind mit [Bayonet Thrust] um 1% pro{nl}Fähigkeits-Level.
SKILL_20151102_005698	Butt Stroke: Stun
SKILL_20151102_005699	Enemies hit nach [Butt Stroke] have a 1.5% chance per attribute level to become afflicted with [Stun] for 3 Sekunden.
SKILL_20151102_005700	Inflicts stun at a 2% chance pro Fähigkeits-Level, wenn performing a basic attack on an enemy with a [Blunt] type weapon.
SKILL_20151102_005701	Enemies receive holy damage equal to [attribute level] within the range of [Arcane Energy].
SKILL_20151102_005702	Healing Factor: Attack
SKILL_20151102_005703	Enemies traversing over the [Healing Factor] circle will incur continuous damage. Overall damage dealt scales with character's HP.
SKILL_20151102_005704	Incineration: Verbessern
SKILL_20151102_005705	Erhöht die Schadensausteilung an einem{nl}Feind mit [Incineration] um 1% pro{nl}Fähigkeits-Level.
SKILL_20151102_005706	Bloodletting: Hemostasis
SKILL_20151102_005707	Increases the cycle time of the HP cost nach 0.02 Sekunden per attribute level while [Bloodletting] is in effect.
SKILL_20151102_005708	Bloodletting: Substitute SP
SKILL_20151102_005709	Each tick has a 10% chance per attribute level to reduce SP instead of HP while [Bloodletting] is in effect.
SKILL_20151102_005710	Increases the chance that [Fumigate] blocks Lv3 or weaker status ailments for 10 Sekunden um 5% pro{nl}Fähigkeits-Level.
SKILL_20151102_005711	The area of [Fumigate] skill gains a purification effect for 10 Sekunden. Allies standing within this area gains 10% resistance against Poison property.
SKILL_20151102_005712	Bird Beak Maske: Immunity
SKILL_20151102_005713	Increases the chance to block Lv3 status ailments nach 5% per attribute level, but also increases the SP cost whilst wearing the [Bird Beak Maske].
SKILL_20151102_005714	Bird Beak Maske: Poison Resistance
SKILL_20151102_005715	Increases Poison property resistance nach 5 per attribute level whilst wearing the [Bird Beak Maske].
SKILL_20151102_005716	Revenged Sevenfold: Duration
SKILL_20151102_005717	Increases the duration of [Revenged Sevenfold]'s effect nach 1 Sekunde pro{nl}Fähigkeits-Level.
SKILL_20151102_005718	Revenged Sevenfold: Curse
SKILL_20151102_005719	Inflicts [Curse] at a 10% chance for 4 Sekunden on an enemy when damage is dealt with [Revenged Sevenfold].
SKILL_20151102_005720	Nachash: Verbessern
SKILL_20151102_005721	Erhöht die Schadensausteilung an einem{nl}Feind mit [Nachash] um 1% pro{nl}Fähigkeits-Level.
SKILL_20151102_005722	Nachash: Resistance
SKILL_20151102_005723	Increases the resistance to [Nachash] effect within the area of effect nach 1%.
SKILL_20151102_005724	Nachash: Abnormal Status
SKILL_20151102_005725	Increases the chance to afflict petrification or cursed on an enemy when damage is dealt with [Nachash] nach 1%.
SKILL_20151102_005726	Ein Sof: Maintain Time
SKILL_20151102_005727	Increases the duration of [Ein Sof] tiles nach 1 Sekunde pro{nl}Fähigkeits-Level.
SKILL_20151102_005728	Ein Sof: Additional Generation
SKILL_20151102_005729	Increases the number of [Ein Sof] tiles created nach 1 pro{nl}Fähigkeits-Level.
SKILL_20151102_005730	Merkabah: Verbessern
SKILL_20151102_005731	Erhöht die Schadensausteilung an einem{nl}Feind mit [Merkabah] um 1% pro{nl}Fähigkeits-Level.
SKILL_20151102_005732	Merkabah: Petrification
SKILL_20151102_005733	[Merkabah] petrifies [Cursed] enemies for 3 Sekunden.
SKILL_20151102_005734	Ein Sof: SP Recovery
SKILL_20151102_005735	Exchanges half the maximum HP recovery of [Ein Sof] for SP recovery instead.
SKILL_20151102_005736	Lv. 3 Ein Sof erforderlich
SKILL_20151224_005737	Mining
SKILL_20151224_005738	Block: +#{CaptionRatio}#{nl}Angriff: -#{CaptionTime}#%{nl}Critical Rate: -#{CaptionRatio2}#{nl}Dauer: 30 Sekunden
SKILL_20151224_005739	Langort
SKILL_20151224_005740	{#DD5500}{ol}[Physisch] - [Stich]{/}{/}{nl}Block and strike simultaneously nach using both a sword and a shield.
SKILL_20151224_005741	{#DD5500}{ol}[Physisch] - [Hieb]{/}{/}{nl}Attack with a descending vertical slash. Deals additional damage on medium and Groß-type enemies according to how much their defense has been decreased nach [Skull Swing]. An additional bonus damage will be applied depending on the amount of harmful effect that have been applied to the enemy.
SKILL_20151224_005742	{#DD5500}{ol}[Schlag]{/}{/}{nl}Impales a small or medium-type monster with a spear. It is possible to attack other enemies with a skewered enemy.
